epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,568.703,3.05947,3.76213,1.45357,0,0,0,0,4.42755,15.884,3.18502,0.0013664,0.0013664,0.0013664
34,578.936,3.509,3.79072,1.60986,0,0,0,0,2.73458,8.62493,2.86001,0.0013466,0.0013466,0.0013466
35,589.383,3.20791,3.72129,1.48111,0,0,0,0,1.75482,10.2099,2.68886,0.0013268,0.0013268,0.0013268
36,599.669,3.1289,3.72069,1.44498,0,0,0,0,2e-05,0.0001,4e-05,0.001307,0.001307,0.001307
37,609.793,3.22551,3.74078,1.49631,0,0,0,0,0,0,0,0.0012872,0.0012872,0.0012872
38,620.057,3.35482,3.686,1.41842,0,0,0,0,0,0,0,0.0012674,0.0012674,0.0012674
39,630.264,3.44192,3.62133,1.52145,0,0,0,0,0.04723,0.2558,0.04711,0.0012476,0.0012476,0.0012476
40,640.409,3.4162,3.76786,1.48679,0,0,0,0,2.57579,17.8155,2.58407,0.0012278,0.0012278,0.0012278
41,650.583,3.41007,3.99046,1.54322,0,0,0,0,2.63535,12.8562,1.73241,0.001208,0.001208,0.001208
42,660.689,3.3357,3.83992,1.51265,0,0,0,0,3.06415,8.60054,1.66495,0.0011882,0.0011882,0.0011882
43,670.966,3.23666,3.74207,1.39597,0,0,0,0,3.02149,14.5,4.77091,0.0011684,0.0011684,0.0011684
44,681.207,3.20339,3.71629,1.45579,0,0,0,0,2.11977,16.795,4.37788,0.0011486,0.0011486,0.0011486
45,691.238,2.89288,3.78695,1.34415,0,0,0,0,2.03924,15.7536,5.08441,0.0011288,0.0011288,0.0011288
46,701.573,3.12987,3.80556,1.38658,0,0,0,0,2.11112,9.44448,1.65982,0.001109,0.001109,0.001109
47,711.885,3.51597,3.70617,1.4505,0,0,0,0,4.66717,8.53224,3.94364,0.0010892,0.0010892,0.0010892
48,722.212,3.14757,3.81916,1.43302,0,0,0,0,5.71133,11.3921,8.1236,0.0010694,0.0010694,0.0010694
49,732.307,3.11892,3.96612,1.61557,0,0,0,0,6.00943,11.1077,8.08701,0.0010496,0.0010496,0.0010496
50,742.597,3.06117,4.26335,1.39665,0,0,0,0,5.75594,9.52946,5.61717,0.0010298,0.0010298,0.0010298
51,752.876,3.05757,4.06054,1.44031,0,0,0,0,5.5247,9.06214,5.43497,0.00101,0.00101,0.00101
52,763.368,3.14599,3.8397,1.49244,0,0,0,0,5.48499,7.6495,4.7975,0.0009902,0.0009902,0.0009902
53,773.67,3.11273,3.77238,1.41099,0,0,0,0,5.00469,6.12427,3.06102,0.0009704,0.0009704,0.0009704
54,783.99,3.24462,3.74172,1.38681,0,0,0,0,4.56484,4.51935,2.15086,0.0009506,0.0009506,0.0009506
55,794.493,3.42413,3.55266,1.47028,0,0,0,0,4.84552,4.52051,2.24208,0.0009308,0.0009308,0.0009308
56,804.949,3.24756,3.7517,1.44592,0,0,0,0,4.85717,4.47233,2.22336,0.000911,0.000911,0.000911
57,815.232,3.20365,3.83671,1.38625,0,0,0,0,4.87901,4.51593,2.22343,0.0008912,0.0008912,0.0008912
58,826.483,3.2055,3.78263,1.39797,0,0,0,0,4.86155,4.61388,2.21388,0.0008714,0.0008714,0.0008714
59,838.597,3.19925,3.64215,1.42045,0,0,0,0,4.89944,4.68363,2.27678,0.0008516,0.0008516,0.0008516
60,849.891,3.06725,3.69133,1.37775,0,0,0,0,4.90222,4.72333,2.33193,0.0008318,0.0008318,0.0008318
61,860.943,3.06686,3.85036,1.43404,0,0,0,0,4.91626,4.69181,2.37977,0.000812,0.000812,0.000812
62,872.641,3.40746,3.69094,1.41785,0,0,0,0,4.89981,4.7237,2.35911,0.0007922,0.0007922,0.0007922
63,884.11,3.33062,3.82007,1.46306,0,0,0,0,4.90347,4.66674,2.369,0.0007724,0.0007724,0.0007724
64,895.878,3.18556,3.81169,1.45316,0,0,0,0,4.8769,4.64423,2.35428,0.0007526,0.0007526,0.0007526
65,907.174,2.8835,3.91104,1.35713,0,0,0,0,4.81915,4.68041,2.3276,0.0007328,0.0007328,0.0007328
66,917.956,3.2601,3.81015,1.49477,0,0,0,0,4.75695,4.53885,2.28012,0.000713,0.000713,0.000713
67,929.141,3.27815,3.73055,1.43949,0,0,0,0,4.77868,4.4978,2.26428,0.0006932,0.0006932,0.0006932
68,939.63,3.0821,3.7998,1.3923,0,0,0,0,4.77175,4.45466,2.20582,0.0006734,0.0006734,0.0006734
69,950.032,3.31413,3.58866,1.50497,0,0,0,0,4.61933,4.46684,2.00974,0.0006536,0.0006536,0.0006536
70,961.633,3.1233,3.62687,1.37036,0,0,0,0,4.49597,4.45051,1.92472,0.0006338,0.0006338,0.0006338
71,973.601,2.94604,3.74158,1.35018,0,0,0,0,4.23649,4.43337,1.70522,0.000614,0.000614,0.000614
72,984.585,3.12948,3.7072,1.39732,0,0,0,0,3.90283,4.40323,1.58455,0.0005942,0.0005942,0.0005942
73,995.801,3.17101,3.61582,1.37128,0,0,0,0,3.38924,4.2532,1.46089,0.0005744,0.0005744,0.0005744
74,1006.52,3.074,3.73837,1.4602,0,0,0,0,3.25199,4.16173,1.44301,0.0005546,0.0005546,0.0005546
75,1017.53,3.38695,3.88079,1.59505,0,0,0,0,3.38049,4.0601,1.4493,0.0005348,0.0005348,0.0005348
76,1029.49,3.14867,3.59956,1.41552,0,0,0,0,3.29437,4.13373,1.46259,0.000515,0.000515,0.000515
77,1040.95,2.93527,3.78856,1.39459,0,0,0,0,3.38704,4.06543,1.45889,0.0004952,0.0004952,0.0004952
78,1051.93,3.24408,3.6647,1.44953,0,0,0,0,3.45203,4.04427,1.46394,0.0004754,0.0004754,0.0004754
79,1063.03,3.39141,3.64768,1.51472,0,0,0,0,3.37413,4.14953,1.4701,0.0004556,0.0004556,0.0004556
80,1074.2,2.95316,3.71793,1.3717,0,0,0,0,3.36871,4.19327,1.46897,0.0004358,0.0004358,0.0004358
81,1085.54,3.26255,3.58296,1.38418,0,0,0,0,3.58668,4.32347,1.52174,0.000416,0.000416,0.000416
82,1096.7,2.98083,3.70833,1.37314,0,0,0,0,3.9686,4.41029,1.61397,0.0003962,0.0003962,0.0003962
83,1108.2,3.07925,3.75507,1.39099,0,0,0,0,4.40957,4.50071,1.79944,0.0003764,0.0003764,0.0003764
84,1119.43,2.98894,3.71,1.41697,0,0,0,0,4.59257,4.66443,1.92225,0.0003566,0.0003566,0.0003566
85,1130.52,3.28094,3.59453,1.44525,0,0,0,0,4.78516,4.71457,2.03595,0.0003368,0.0003368,0.0003368
86,1141.42,3.20203,3.78304,1.4431,0,0,0,0,4.91113,4.67046,2.14843,0.000317,0.000317,0.000317
87,1152.91,3.36105,3.57753,1.41707,0,0,0,0,4.82623,4.61926,2.04717,0.0002972,0.0002972,0.0002972
88,1163.75,2.92824,3.67659,1.37379,0,0,0,0,4.96357,4.77943,2.21427,0.0002774,0.0002774,0.0002774
89,1174.44,2.93229,3.73244,1.41523,0,0,0,0,4.92863,4.77081,2.1259,0.0002576,0.0002576,0.0002576
90,1185.07,3.38717,3.62506,1.49526,0,0,0,0,4.92209,4.86194,2.1867,0.0002378,0.0002378,0.0002378
91,1195.46,2.90789,3.77847,1.48218,0,0,0,0,4.91994,4.83314,2.17473,0.000218,0.000218,0.000218
92,1205.77,2.90181,3.82511,1.38064,0,0,0,0,4.86264,4.90113,2.11852,0.0001982,0.0001982,0.0001982
93,1216.6,2.90759,3.78837,1.43237,0,0,0,0,4.71963,4.87489,1.95813,0.0001784,0.0001784,0.0001784
94,1227.07,2.77833,3.80575,1.36401,0,0,0,0,4.59472,4.66168,1.86057,0.0001586,0.0001586,0.0001586
95,1237.71,2.75307,3.80979,1.38453,0,0,0,0,4.42805,4.54755,1.77315,0.0001388,0.0001388,0.0001388
96,1248.41,3.04955,3.76712,1.40033,0,0,0,0,4.11949,4.41433,1.65868,0.000119,0.000119,0.000119
97,1259.24,2.71504,3.79274,1.40445,0,0,0,0,4.0028,4.36914,1.61644,9.92e-05,9.92e-05,9.92e-05
98,1270.23,3.00498,3.73522,1.4574,0,0,0,0,3.76778,4.29252,1.56104,7.94e-05,7.94e-05,7.94e-05
99,1281.19,2.73208,3.78,1.36656,0,0,0,0,3.62119,4.21588,1.53193,5.96e-05,5.96e-05,5.96e-05
100,1292.17,2.68022,3.67716,1.38663,0,0,0,0,3.57856,4.17754,1.51931,3.98e-05,3.98e-05,3.98e-05
