epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,388.525,1.57818,2.68854,1.31406,0.00462,0.9,0.01599,0.00493,1.56168,4.01833,1.41945,0.000898824,0.000898824,0.000898824
14,422.069,1.7108,2.84108,1.40134,0.00436,0.85,0.00589,0.00256,1.47756,4.00275,1.36736,0.00095843,0.00095843,0.00095843
15,460.433,1.69144,2.38121,1.44563,0.00308,0.6,0.00238,0.00077,2.3083,5.51327,1.80089,0.00101645,0.00101645,0.00101645
16,496.38,1.73733,2.43144,1.4216,0.00308,0.6,0.00228,0.00084,2.49002,6.15238,1.86363,0.00107289,0.00107289,0.00107289
17,530.946,1.52214,2.81505,1.3211,0.00385,0.75,0.00434,0.00164,2.23247,5.66819,1.68824,0.00112774,0.00112774,0.00112774
18,567.676,1.51967,2.53393,1.3328,0.0041,0.8,0.00623,0.00238,2.14656,5.02687,1.59093,0.00118101,0.00118101,0.00118101
19,605.18,1.44769,2.23803,1.29016,0.0041,0.8,0.00566,0.00208,2.09696,4.77476,1.56574,0.0012327,0.0012327,0.0012327
20,642.354,1.5264,2.09913,1.31402,0.0041,0.8,0.0705,0.03582,1.89657,4.45215,1.46473,0.0012828,0.0012828,0.0012828
21,679.981,1.48711,1.89361,1.2685,0.00462,0.9,0.07028,0.04795,1.64322,3.76236,1.37696,0.00133132,0.00133132,0.00133132
22,722.585,1.45326,2.14224,1.2615,0.00436,0.85,0.11452,0.05955,1.58631,3.66832,1.36804,0.00137825,0.00137825,0.00137825
23,761.094,1.48938,1.94353,1.32199,0.00462,0.9,0.16696,0.09205,1.4472,3.64716,1.337,0.0014236,0.0014236,0.0014236
24,796.525,1.58666,2.11041,1.35176,0.00462,0.9,0.15865,0.10809,1.44727,3.6117,1.35199,0.00146737,0.00146737,0.00146737
25,826.154,1.43737,2.04768,1.2994,0.0041,0.8,0.00782,0.00498,1.85162,3.9227,1.43643,0.00150955,0.00150955,0.00150955
26,864.127,1.68541,2.34381,1.51562,0.00462,0.9,0.11213,0.06633,1.65489,3.64875,1.38423,0.001505,0.001505,0.001505
27,896.024,1.4432,1.83895,1.28571,0.81766,0.22648,0.23396,0.13446,1.46034,3.39599,1.34311,0.0014852,0.0014852,0.0014852
28,930.518,1.30764,1.75051,1.22345,0.42791,0.15,0.18736,0.10435,1.6687,3.45184,1.4076,0.0014654,0.0014654,0.0014654
29,974.524,1.7714,3.05324,1.57992,0.00462,0.9,0.15987,0.07314,1.69769,3.4919,1.40423,0.0014456,0.0014456,0.0014456
30,1006.99,1.52855,2.05018,1.28951,0.00359,0.7,0.04735,0.02401,1.58929,3.59877,1.38153,0.0014258,0.0014258,0.0014258
31,1041.13,1.21623,2.33788,1.13868,0.00205,0.4,0.00807,0.00366,1.5602,3.79124,1.3803,0.001406,0.001406,0.001406
32,1075.88,1.45415,2.08882,1.32468,0.01297,0.05,0.00545,0.00124,1.62652,4.1257,1.5009,0.0013862,0.0013862,0.0013862
33,1107.5,1.45134,1.69244,1.2409,0.21456,0.05,0.06241,0.00769,1.59013,3.96516,1.46079,0.0013664,0.0013664,0.0013664
34,1135.72,1.49612,1.8909,1.33473,0.2446,0.1,0.10378,0.02517,1.61511,3.72656,1.50937,0.0013466,0.0013466,0.0013466
35,1164.17,1.4176,1.75772,1.23301,0.26386,0.09082,0.0763,0.01964,1.622,3.6607,1.56636,0.0013268,0.0013268,0.0013268
36,1192.27,1.32167,1.60199,1.19669,0.31724,0.15,0.15447,0.05912,1.65435,3.36912,1.66694,0.001307,0.001307,0.001307
37,1220.78,1.34977,1.83008,1.23817,0.43605,0.30981,0.27144,0.12193,1.66071,3.13383,1.73575,0.0012872,0.0012872,0.0012872
38,1249,1.51717,1.58271,1.27931,0.59056,0.35,0.3948,0.19191,1.63823,2.87011,1.76248,0.0012674,0.0012674,0.0012674
39,1277.5,1.28683,1.53077,1.22994,0.69561,0.55,0.61875,0.27079,1.60721,2.65169,1.73483,0.0012476,0.0012476,0.0012476
40,1305.36,1.23801,1.52661,1.22331,0.86192,0.62507,0.72437,0.36153,1.57192,2.36133,1.68847,0.0012278,0.0012278,0.0012278
41,1333.51,1.34837,1.94313,1.26406,0.67552,0.75,0.8106,0.50854,1.3547,2.0379,1.55175,0.001208,0.001208,0.001208
42,1361.92,1.27338,1.55629,1.23059,0.64454,0.8164,0.75915,0.47601,1.28595,1.94742,1.51289,0.0011882,0.0011882,0.0011882
43,1390.26,1.23831,1.44362,1.18314,0.61108,0.7,0.76604,0.42771,1.47643,2.11458,1.60254,0.0011684,0.0011684,0.0011684
44,1418.33,1.18149,1.53708,1.17503,0.59931,0.65,0.69729,0.3762,1.4614,2.14489,1.56675,0.0011486,0.0011486,0.0011486
45,1445.6,1.25441,1.41983,1.17572,0.65687,0.65,0.68536,0.32839,1.43705,2.06663,1.54622,0.0011288,0.0011288,0.0011288
46,1474.04,1.26786,1.77888,1.24037,0.78158,0.53746,0.67152,0.30165,1.38022,2.15804,1.56468,0.001109,0.001109,0.001109
47,1502.06,1.33985,1.42159,1.18155,0.63449,0.55,0.54762,0.26621,1.47322,2.28462,1.64767,0.0010892,0.0010892,0.0010892
48,1530.42,1.24625,1.39402,1.17335,0.67304,0.61817,0.63193,0.28011,1.54954,2.18645,1.71067,0.0010694,0.0010694,0.0010694
49,1558.57,1.34494,1.85764,1.21696,0.69037,0.6,0.62873,0.32224,1.46985,1.93157,1.62975,0.0010496,0.0010496,0.0010496
50,1587.16,1.29712,2.88698,1.30193,0.76039,0.63533,0.67827,0.3746,1.33159,1.81883,1.51887,0.0010298,0.0010298,0.0010298
51,1615.53,1.25403,1.64068,1.16006,0.73224,0.7,0.70943,0.45055,1.19578,1.74363,1.4242,0.00101,0.00101,0.00101
52,1644.21,1.31378,1.53179,1.20515,0.80689,0.62755,0.71017,0.46411,1.11553,1.73913,1.37491,0.0009902,0.0009902,0.0009902
53,1672.49,1.17999,1.45232,1.16329,0.78069,0.65,0.68617,0.4232,1.20533,1.75677,1.45487,0.0009704,0.0009704,0.0009704
54,1701.36,1.23995,1.47125,1.15406,0.85457,0.65,0.69614,0.34263,1.37341,1.82331,1.60826,0.0009506,0.0009506,0.0009506
55,1729.36,1.21494,1.31257,1.14279,0.75532,0.6,0.64441,0.21654,1.6751,2.26988,1.90497,0.0009308,0.0009308,0.0009308
56,1757.45,1.15417,1.35025,1.11504,0.80794,0.7,0.68055,0.16067,1.94322,2.60009,2.19498,0.000911,0.000911,0.000911
57,1785.33,1.1279,1.3,1.0797,0.71721,0.76126,0.69714,0.21877,1.8551,2.51185,2.0781,0.0008912,0.0008912,0.0008912
58,1813.1,1.27285,1.33428,1.16978,0.75636,0.85,0.74013,0.3417,1.55002,2.00818,1.75094,0.0008714,0.0008714,0.0008714
59,1841.58,1.22528,1.19206,1.14594,0.76762,0.85,0.77473,0.43384,1.33226,1.73829,1.57337,0.0008516,0.0008516,0.0008516
60,1869.46,1.17659,1.23225,1.10839,0.89046,0.81346,0.85392,0.54008,1.20691,1.49491,1.45595,0.0008318,0.0008318,0.0008318
61,1898.48,1.17532,1.31517,1.18694,0.91517,0.8,0.86106,0.52571,1.25426,1.40747,1.48908,0.000812,0.000812,0.000812
62,1926.52,1.21971,1.15847,1.11757,0.93989,0.78248,0.8581,0.43625,1.53139,1.47945,1.68158,0.0007922,0.0007922,0.0007922
63,1954.22,1.23244,1.52302,1.18726,0.83583,0.85,0.86432,0.39131,1.69695,1.51896,1.79166,0.0007724,0.0007724,0.0007724
64,1981.93,1.24526,1.24875,1.15207,0.9287,0.75,0.87736,0.49831,1.4828,1.45263,1.57519,0.0007526,0.0007526,0.0007526
65,2010.08,1.11841,1.24281,1.12477,0.84031,0.78976,0.89952,0.44184,1.43677,1.66545,1.52994,0.0007328,0.0007328,0.0007328
66,2038.21,1.24493,1.41312,1.14584,0.84182,0.79838,0.88849,0.4078,1.46179,1.87412,1.55812,0.000713,0.000713,0.000713
67,2066.15,1.27646,1.32978,1.21357,0.83948,0.8,0.83944,0.43306,1.34092,1.68304,1.4493,0.0006932,0.0006932,0.0006932
68,2093.75,1.11467,1.1488,1.09419,0.83259,0.8,0.81828,0.47634,1.34452,1.46758,1.47203,0.0006734,0.0006734,0.0006734
69,2125.93,1.06336,1.10426,1.06169,0.97961,0.75,0.80453,0.41807,1.56539,1.68823,1.67436,0.0006536,0.0006536,0.0006536
70,2154.73,1.05864,1.021,1.05372,0.8878,0.79167,0.79759,0.3809,1.61932,1.84806,1.75572,0.0006338,0.0006338,0.0006338
71,2182.93,1.02415,1.11244,1.12568,0.87849,0.75,0.75067,0.39402,1.61723,1.74656,1.77295,0.000614,0.000614,0.000614
72,2211.06,1.02523,1.09264,1.0913,0.83474,0.8,0.8007,0.46565,1.48588,1.52691,1.69344,0.0005942,0.0005942,0.0005942
73,2239.1,1.05036,1.06032,1.09235,0.88318,0.85,0.86197,0.51539,1.39342,1.31536,1.63453,0.0005744,0.0005744,0.0005744
74,2267.15,0.9794,1.0686,1.04384,0.89721,0.9,0.90028,0.58522,1.20978,1.17367,1.49334,0.0005546,0.0005546,0.0005546
75,2295.13,1.11137,1.36397,1.17119,0.89201,0.9,0.91557,0.62187,1.14053,1.13282,1.43595,0.0005348,0.0005348,0.0005348
76,2323.11,1.09028,1.19833,1.16324,0.94375,0.83942,0.91026,0.58584,1.17769,1.19326,1.44597,0.000515,0.000515,0.000515
77,2350.76,1.10907,1.22333,1.17266,0.85178,0.86248,0.90139,0.56789,1.17942,1.23644,1.45411,0.0004952,0.0004952,0.0004952
78,2378.5,1.10543,1.00937,1.05304,0.94432,0.84808,0.89648,0.56492,1.17728,1.27247,1.43939,0.0004754,0.0004754,0.0004754
79,2406.12,1.18925,1.119,1.15942,0.94388,0.8414,0.87864,0.55253,1.16457,1.33066,1.42539,0.0004556,0.0004556,0.0004556
80,2434.66,1.11065,1.0818,1.2202,0.88678,0.85,0.86495,0.51676,1.15789,1.39489,1.43139,0.0004358,0.0004358,0.0004358
81,2462.63,1.26001,1.02443,1.15241,0.89464,0.84917,0.87142,0.51888,1.15956,1.3794,1.43009,0.000416,0.000416,0.000416
82,2495.02,1.1397,0.95823,1.12693,0.88696,0.85,0.85953,0.5126,1.15374,1.2998,1.41789,0.0003962,0.0003962,0.0003962
83,2522.69,1.10834,1.18113,1.11504,0.94409,0.84451,0.87585,0.55695,1.10082,1.20175,1.37099,0.0003764,0.0003764,0.0003764
84,2550.54,1.07334,1.15185,1.13667,0.93856,0.85,0.86154,0.56836,1.07254,1.16936,1.36034,0.0003566,0.0003566,0.0003566
85,2578.53,1.19914,1.09019,1.1379,0.91875,0.85,0.86083,0.58682,1.09557,1.14399,1.38929,0.0003368,0.0003368,0.0003368
86,2606.45,1.25353,1.20037,1.22501,0.8896,0.85,0.82364,0.52967,1.21492,1.17182,1.4915,0.000317,0.000317,0.000317
87,2633.91,1.09941,1.00215,1.05949,0.88988,0.85,0.85123,0.5264,1.33599,1.24298,1.58637,0.0002972,0.0002972,0.0002972
88,2661.84,1.22054,1.27217,1.22651,0.8901,0.85,0.85493,0.51848,1.35281,1.28107,1.58526,0.0002774,0.0002774,0.0002774
89,2689.26,1.40729,1.37648,1.26198,0.89019,0.85,0.86824,0.55496,1.1864,1.19527,1.45734,0.0002576,0.0002576,0.0002576
90,2717.18,1.14798,1.09139,1.11633,0.8898,0.85,0.91627,0.61735,1.03293,1.11253,1.33044,0.0002378,0.0002378,0.0002378
91,2745.33,1.23679,1.29513,1.19444,0.88908,0.85,0.88707,0.60671,1.02935,1.10809,1.30439,0.000218,0.000218,0.000218
92,2772.9,1.03096,1.1352,1.04318,0.89095,0.85,0.88622,0.54422,1.23282,1.13811,1.38874,0.0001982,0.0001982,0.0001982
93,2800.28,0.99979,1.12529,1.05302,0.89037,0.85,0.89656,0.51199,1.40398,1.21383,1.47955,0.0001784,0.0001784,0.0001784
94,2828.23,0.95952,1.05916,1.04588,0.88939,0.85,0.91449,0.50564,1.45271,1.26434,1.52188,0.0001586,0.0001586,0.0001586
95,2855.9,0.99833,1.07136,1.0392,0.85562,0.88931,0.91252,0.52047,1.40409,1.27529,1.50374,0.0001388,0.0001388,0.0001388
96,2883.2,1.26378,1.23225,1.22435,0.85579,0.8905,0.90287,0.5241,1.33971,1.26313,1.47786,0.000119,0.000119,0.000119
97,2911.43,1.00641,1.12005,1.06488,0.88862,0.85,0.90724,0.52982,1.22937,1.21553,1.42333,9.92e-05,9.92e-05,9.92e-05
98,2939.08,0.91706,1.00776,1.03016,0.8888,0.85,0.89791,0.55759,1.14707,1.18675,1.38608,7.94e-05,7.94e-05,7.94e-05
99,2966.89,0.87043,1.01599,1.00874,0.8987,0.88764,0.87582,0.56683,1.09378,1.15664,1.36289,5.96e-05,5.96e-05,5.96e-05
100,2993.99,0.88895,0.94558,0.9645,0.89923,0.8927,0.86031,0.58945,1.0668,1.12995,1.35474,3.98e-05,3.98e-05,3.98e-05
