epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,127.458,1.10408,0.98309,0.85568,0.00803,0.8,0.00676,0.0036,1.21172,3.85717,0.82505,0.00101645,0.00101645,0.00101645
16,134.817,0.93713,0.88482,0.91495,0.00789,0.8,0.00636,0.00353,1.18858,3.65862,0.80086,0.00107289,0.00107289,0.00107289
17,142.076,0.89359,0.87772,0.85027,0.00743,0.66667,0.00554,0.00322,1.28868,3.80844,0.83278,0.00112774,0.00112774,0.00112774
18,150.015,0.89787,0.90614,0.86962,0.00967,1,0.02009,0.01175,1.08081,3.25429,0.70982,0.00118101,0.00118101,0.00118101
19,157.466,0.71198,0.74779,0.82058,0.00986,1,0.04962,0.03924,1.00627,3.22654,0.70259,0.0012327,0.0012327,0.0012327
20,164.859,0.8067,0.77161,0.79183,0.00954,0.93333,0.20447,0.08024,0.97874,3.17354,0.7099,0.0012828,0.0012828,0.0012828
21,172.348,0.86018,0.89339,0.83522,0.00891,0.93333,0.2561,0.143,0.97238,3.07078,0.71403,0.00133132,0.00133132,0.00133132
22,179.763,0.82103,0.85461,0.82795,0.03099,0.73333,0.5303,0.33763,1.13111,2.75514,0.72771,0.00137825,0.00137825,0.00137825
23,187.72,0.83559,0.82538,0.86036,0.57262,0.53612,0.43676,0.26216,1.07276,2.44666,0.73042,0.0014236,0.0014236,0.0014236
24,195.213,0.9063,0.81622,0.8366,0.57025,0.53333,0.48404,0.32804,1.08988,2.36563,0.72607,0.00146737,0.00146737,0.00146737
25,202.587,0.87386,0.81973,0.82376,0.58484,0.6,0.47809,0.31145,1.11538,2.18119,0.73699,0.00150955,0.00150955,0.00150955
26,210.13,0.82991,0.71995,0.82016,0.44149,0.4,0.54442,0.34549,0.89236,2.10253,0.67684,0.001505,0.001505,0.001505
27,217.731,0.68384,0.63476,0.84637,0.59614,0.59098,0.54614,0.38461,0.88265,2.06067,0.68543,0.0014852,0.0014852,0.0014852
28,225.311,0.83595,0.67972,0.78557,0.61819,0.54015,0.5417,0.37386,0.98319,1.98765,0.71449,0.0014654,0.0014654,0.0014654
29,232.685,0.73961,0.67068,0.83364,0.69321,0.6,0.62264,0.32139,0.97827,2.07322,0.72508,0.0014456,0.0014456,0.0014456
30,240.414,0.80086,0.65114,0.85202,0.68403,0.6,0.64784,0.41552,1.0271,1.97505,0.72214,0.0014258,0.0014258,0.0014258
31,247.858,0.76746,0.64878,0.83086,0.79266,0.53333,0.66653,0.43065,1.21802,2.07092,0.7738,0.001406,0.001406,0.001406
32,255.309,0.84519,0.68735,0.81305,0.82944,0.64954,0.73423,0.49471,1.17105,1.77779,0.75662,0.0013862,0.0013862,0.0013862
33,262.777,0.70357,0.60124,0.82562,0.84033,0.70304,0.77035,0.52337,1.15258,1.63815,0.75684,0.0013664,0.0013664,0.0013664
34,270.514,0.83026,0.65345,0.84368,0.84249,0.66667,0.76385,0.48605,1.24171,1.65725,0.77486,0.0013466,0.0013466,0.0013466
35,278.395,0.86224,0.60667,0.81764,0.85231,0.6,0.7396,0.47568,1.33727,1.78139,0.78972,0.0013268,0.0013268,0.0013268
36,286.143,0.70778,0.57403,0.83294,0.90554,0.64064,0.70577,0.46428,1.31582,1.84193,0.79784,0.001307,0.001307,0.001307
37,293.931,0.93838,0.60789,0.86698,0.91336,0.70419,0.68831,0.46006,1.29791,1.8273,0.7933,0.0012872,0.0012872,0.0012872
38,301.85,0.84772,0.61011,0.82569,0.82957,0.73333,0.64038,0.41589,1.21455,1.66957,0.78363,0.0012674,0.0012674,0.0012674
39,309.66,0.62252,0.55303,0.78675,1,0.72285,0.74337,0.50999,1.11084,1.65709,0.76896,0.0012476,0.0012476,0.0012476
40,317.286,0.64897,0.58725,0.82267,0.99262,0.73333,0.74675,0.60471,0.92995,1.49749,0.71654,0.0012278,0.0012278,0.0012278
41,324.898,0.59795,0.5125,0.79925,1,0.73561,0.85188,0.635,0.91452,1.26499,0.70403,0.001208,0.001208,0.001208
42,332.337,0.53317,0.47404,0.78844,0.92144,0.73333,0.85571,0.59109,1.02906,1.17206,0.73008,0.0011882,0.0011882,0.0011882
43,339.766,0.48902,0.54471,0.72897,0.98861,0.73333,0.78679,0.56251,1.15824,1.16289,0.76311,0.0011684,0.0011684,0.0011684
44,347.425,0.6861,0.53922,0.83314,0.92156,0.78418,0.84204,0.58054,1.14223,1.19449,0.76789,0.0011486,0.0011486,0.0011486
45,357.378,0.60153,0.63017,0.79215,0.91854,0.75279,0.83836,0.56672,1.10677,1.19676,0.75845,0.0011288,0.0011288,0.0011288
46,367.996,0.68087,0.5221,0.79848,0.98678,0.66667,0.78134,0.54373,1.09606,1.24104,0.75805,0.001109,0.001109,0.001109
47,375.675,0.67328,0.52558,0.80746,0.91627,0.72982,0.74491,0.56452,1.08882,1.27782,0.77131,0.0010892,0.0010892,0.0010892
48,383.301,0.59593,0.499,0.81522,0.91306,0.73333,0.77124,0.57563,1.11545,1.15988,0.78032,0.0010694,0.0010694,0.0010694
49,391.009,0.62641,0.55261,0.77417,0.91446,0.71391,0.82608,0.60128,1.10676,1.08542,0.77008,0.0010496,0.0010496,0.0010496
50,398.826,0.52675,0.54604,0.75236,1,0.65138,0.77318,0.56457,1.0956,0.99537,0.7351,0.0010298,0.0010298,0.0010298
51,406.445,0.56435,0.47575,0.83679,0.84568,0.73084,0.73734,0.5539,1.21304,0.99831,0.75201,0.00101,0.00101,0.00101
52,414.208,0.53428,0.51944,0.75628,0.83838,0.73333,0.70971,0.53844,1.17342,1.02062,0.74171,0.0009902,0.0009902,0.0009902
53,421.927,0.49168,0.46126,0.78618,0.84528,0.6,0.68031,0.50192,1.12595,1.16352,0.73518,0.0009704,0.0009704,0.0009704
54,429.559,0.54608,0.48829,0.78857,0.66537,0.79559,0.74397,0.51131,1.08315,1.18704,0.71605,0.0009506,0.0009506,0.0009506
55,437.214,0.43027,0.43112,0.76535,0.80342,0.66667,0.75628,0.5765,1.03258,1.04817,0.7037,0.0009308,0.0009308,0.0009308
56,444.696,0.52739,0.48863,0.79561,0.90001,0.66667,0.79852,0.59907,0.99579,0.95327,0.69754,0.000911,0.000911,0.000911
57,452.216,0.52809,0.48355,0.77628,0.86376,0.84632,0.87254,0.65139,0.98865,0.85279,0.70075,0.0008912,0.0008912,0.0008912
58,459.859,0.5073,0.45374,0.76304,0.91926,0.8,0.91324,0.64038,0.99735,0.79383,0.71144,0.0008714,0.0008714,0.0008714
59,467.59,0.46526,0.43036,0.76459,0.91616,0.8,0.85217,0.65848,0.9985,0.79371,0.71423,0.0008516,0.0008516,0.0008516
60,475.119,0.55907,0.42054,0.78981,0.9228,0.79712,0.91075,0.6681,0.98221,0.82038,0.70981,0.0008318,0.0008318,0.0008318
61,482.938,0.52683,0.44162,0.78953,0.83681,0.86667,0.93065,0.69656,0.92736,0.78113,0.69687,0.000812,0.000812,0.000812
62,490.696,0.44663,0.41109,0.80585,0.93259,0.92296,0.94833,0.68531,0.9282,0.77635,0.68955,0.0007922,0.0007922,0.0007922
63,498.345,0.47667,0.48393,0.77054,0.9326,0.92302,0.93067,0.68917,0.92885,0.81473,0.68083,0.0007724,0.0007724,0.0007724
64,505.902,0.43697,0.41573,0.77577,0.91216,0.86667,0.91287,0.66476,0.93932,0.87999,0.68136,0.0007526,0.0007526,0.0007526
65,513.604,0.44598,0.41076,0.78791,0.86354,0.84477,0.88177,0.62097,0.96855,0.92014,0.68678,0.0007328,0.0007328,0.0007328
66,521.267,0.39943,0.3846,0.77312,0.77667,0.86667,0.86479,0.58347,1.00382,0.93041,0.69153,0.000713,0.000713,0.000713
67,528.932,0.40454,0.39323,0.77877,0.76855,0.86667,0.85252,0.57372,0.99489,0.9312,0.69162,0.0006932,0.0006932,0.0006932
68,536.588,0.44951,0.40426,0.79932,0.82309,0.93066,0.86062,0.59524,0.93131,0.92482,0.68166,0.0006734,0.0006734,0.0006734
69,544.224,0.41001,0.39256,0.7408,0.82152,0.92122,0.86658,0.60912,0.93054,0.90131,0.68478,0.0006536,0.0006536,0.0006536
70,551.832,0.37113,0.36939,0.81508,0.81707,0.86667,0.87633,0.61229,0.92144,0.88722,0.68517,0.0006338,0.0006338,0.0006338
71,559.675,0.43868,0.37989,0.75031,0.86461,0.85225,0.88923,0.63067,0.86972,0.87556,0.67959,0.000614,0.000614,0.000614
72,567.419,0.42418,0.38606,0.79394,0.84304,0.73333,0.82154,0.63013,0.87426,0.87844,0.68221,0.0005942,0.0005942,0.0005942
73,575.271,0.45437,0.39082,0.75926,0.74776,0.79103,0.83599,0.62765,0.90981,0.90816,0.68778,0.0005744,0.0005744,0.0005744
74,582.937,0.40766,0.35595,0.76135,0.90806,0.66667,0.82843,0.63419,0.88889,0.90008,0.68446,0.0005546,0.0005546,0.0005546
75,590.432,0.36165,0.37101,0.77335,0.90642,0.66667,0.82047,0.63161,0.86371,0.89805,0.68,0.0005348,0.0005348,0.0005348
76,598.075,0.39617,0.4005,0.78706,0.90877,0.66434,0.87328,0.63961,0.86973,0.94578,0.68162,0.000515,0.000515,0.000515
77,605.781,0.51165,0.39581,0.77086,0.90859,0.66302,0.84325,0.62736,0.86195,0.97224,0.68176,0.0004952,0.0004952,0.0004952
78,613.746,0.40553,0.37544,0.78505,0.81384,0.66667,0.77651,0.62115,0.86532,0.98365,0.6855,0.0004754,0.0004754,0.0004754
79,621.504,0.3538,0.35526,0.7359,0.78315,0.72295,0.76832,0.61302,0.89196,1.01259,0.68881,0.0004556,0.0004556,0.0004556
80,629.123,0.46689,0.35834,0.76347,0.78412,0.72687,0.76827,0.60752,0.90231,1.00368,0.68904,0.0004358,0.0004358,0.0004358
81,636.627,0.43799,0.3632,0.791,0.78481,0.72969,0.77378,0.61884,0.89924,0.97017,0.68733,0.000416,0.000416,0.000416
82,644.243,0.41626,0.36218,0.74977,0.90851,0.66241,0.80937,0.60303,0.92847,0.94988,0.6896,0.0003962,0.0003962,0.0003962
83,651.84,0.34661,0.3632,0.79106,0.8311,0.73333,0.82628,0.60947,0.98434,0.90259,0.70604,0.0003764,0.0003764,0.0003764
84,659.268,0.40561,0.33169,0.79828,0.91609,0.72821,0.83156,0.61234,0.97351,0.84687,0.70245,0.0003566,0.0003566,0.0003566
85,666.79,0.40138,0.34982,0.73562,0.78908,0.8,0.82188,0.63,0.95871,0.79329,0.70376,0.0003368,0.0003368,0.0003368
86,674.209,0.36122,0.34926,0.77938,0.81622,0.8,0.8359,0.65888,0.9524,0.77101,0.71021,0.000317,0.000317,0.000317
87,681.739,0.36179,0.30578,0.77659,0.84295,0.8,0.8385,0.65101,0.94581,0.75262,0.71142,0.0002972,0.0002972,0.0002972
88,689.274,0.39823,0.35258,0.7683,0.84158,0.8,0.83401,0.65675,0.92952,0.74499,0.71172,0.0002774,0.0002774,0.0002774
89,696.849,0.38187,0.34501,0.76749,0.84532,0.8,0.82222,0.65631,0.92458,0.7389,0.70994,0.0002576,0.0002576,0.0002576
90,704.396,0.34038,0.33075,0.77826,0.84929,0.8,0.80158,0.65101,0.93238,0.74335,0.71221,0.0002378,0.0002378,0.0002378
91,712.103,0.36689,0.31714,0.78777,0.85141,0.8,0.79676,0.64935,0.9392,0.75752,0.71556,0.000218,0.000218,0.000218
92,719.879,0.42128,0.34426,0.73615,0.85695,0.79882,0.7834,0.62489,0.93922,0.74576,0.71427,0.0001982,0.0001982,0.0001982
93,727.57,0.38979,0.33256,0.76618,0.85535,0.7891,0.77703,0.62583,0.93559,0.74265,0.71308,0.0001784,0.0001784,0.0001784
94,735.368,0.37889,0.32726,0.79221,0.85638,0.79536,0.77703,0.63732,0.9297,0.73153,0.7088,0.0001586,0.0001586,0.0001586
95,742.953,0.41014,0.3838,0.75379,0.85629,0.79485,0.76978,0.62076,0.92595,0.72593,0.70806,0.0001388,0.0001388,0.0001388
96,750.612,0.35851,0.33079,0.74857,0.85565,0.79097,0.76978,0.62243,0.9226,0.72159,0.70954,0.000119,0.000119,0.000119
97,758.162,0.3632,0.30116,0.77412,0.8562,0.79425,0.77849,0.63483,0.92502,0.72504,0.71206,9.92e-05,9.92e-05,9.92e-05
98,765.923,0.32588,0.32817,0.76221,0.8565,0.79612,0.78236,0.63149,0.92125,0.72583,0.71072,7.94e-05,7.94e-05,7.94e-05
99,773.806,0.3532,0.33492,0.77065,0.85652,0.7962,0.78244,0.6315,0.91563,0.72375,0.70819,5.96e-05,5.96e-05,5.96e-05
100,781.501,0.32261,0.30696,0.75671,0.85667,0.79713,0.78246,0.63167,0.91434,0.72299,0.70699,3.98e-05,3.98e-05,3.98e-05
