epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,405.7,1.44908,2.03768,1.37837,0.00026,0.0625,2e-05,0,4.31517,13.0987,6.11409,0.0014852,0.0014852,0.0014852
28,420.857,1.44825,1.84948,1.41889,0.00077,0.1875,0.00033,9e-05,4.20241,6.98759,5.78462,0.0014654,0.0014654,0.0014654
29,436.347,1.5216,2.15621,1.45745,0.002,0.0625,0.003,0.00122,3.55919,5.54827,4.05139,0.0014456,0.0014456,0.0014456
30,451.947,1.55519,2.21834,1.5021,0.01915,0.25,0.07727,0.03032,3.00425,4.24001,3.32005,0.0014258,0.0014258,0.0014258
31,467.201,1.45551,2.33592,1.46898,0.05748,0.25,0.0579,0.02628,2.68248,3.95808,3.05393,0.001406,0.001406,0.001406
32,482.103,1.52852,2.06972,1.54361,0.36662,0.125,0.081,0.0272,2.23729,3.77944,2.30979,0.0013862,0.0013862,0.0013862
33,497.817,1.48593,1.88352,1.48778,0.85258,0.1875,0.25295,0.08739,1.94787,3.44624,1.84994,0.0013664,0.0013664,0.0013664
34,513.589,1.36978,1.74815,1.43249,0.56408,0.5625,0.45051,0.23594,1.48908,2.72105,1.56092,0.0013466,0.0013466,0.0013466
35,529.147,1.46685,1.74443,1.46807,0.50302,0.5,0.44146,0.24036,1.42209,2.63093,1.48572,0.0013268,0.0013268,0.0013268
36,545.238,1.32718,1.75481,1.40921,0.61481,0.30062,0.30681,0.1427,1.66854,2.97618,1.60882,0.001307,0.001307,0.001307
37,561.565,1.43181,1.94445,1.45415,0.61823,0.3046,0.34084,0.18957,1.60979,2.92762,1.58094,0.0012872,0.0012872,0.0012872
38,577.185,1.38309,1.81853,1.36513,0.705,0.25,0.27472,0.16489,1.59479,3.00868,1.67607,0.0012674,0.0012674,0.0012674
39,592.944,1.38246,1.68235,1.39995,0.46301,0.1875,0.16841,0.09753,1.68899,3.15794,1.70871,0.0012476,0.0012476,0.0012476
40,608.697,1.28911,1.68272,1.3333,0.44486,0.3125,0.31482,0.11604,1.6774,2.94385,1.56968,0.0012278,0.0012278,0.0012278
41,625.412,1.38937,1.73065,1.39159,0.61067,0.3125,0.38874,0.14815,1.64533,2.60963,1.56485,0.001208,0.001208,0.001208
42,641.224,1.29019,1.66363,1.28454,0.70555,0.5,0.62007,0.26262,1.48296,2.18293,1.49492,0.0011882,0.0011882,0.0011882
43,656.869,1.21988,1.49464,1.2822,0.54942,0.6875,0.71152,0.43497,1.26669,1.94989,1.37072,0.0011684,0.0011684,0.0011684
44,672.626,1.27907,1.5677,1.35031,0.73879,0.53168,0.68696,0.42323,1.23886,2.06833,1.33295,0.0011486,0.0011486,0.0011486
45,688.731,1.18767,1.56143,1.25143,0.80912,0.53136,0.62353,0.30286,1.39311,2.39024,1.42577,0.0011288,0.0011288,0.0011288
46,704.532,1.21666,1.62275,1.29082,1,0.40674,0.66628,0.18763,1.4917,2.86762,1.50631,0.001109,0.001109,0.001109
47,719.824,1.19962,1.3503,1.27294,0.89893,0.25,0.36945,0.10642,1.50317,3.00554,1.52818,0.0010892,0.0010892,0.0010892
48,735.167,1.22365,1.35608,1.25541,0.72961,0.25,0.35357,0.1621,1.39462,2.89227,1.46519,0.0010694,0.0010694,0.0010694
49,751.08,1.33964,1.64345,1.36239,0.77954,0.3125,0.42558,0.28716,1.37491,2.66566,1.42728,0.0010496,0.0010496,0.0010496
50,766.916,1.51572,2.58911,1.43267,0.681,0.3125,0.44976,0.29395,1.47855,2.66301,1.5009,0.0010298,0.0010298,0.0010298
51,782.808,1.36405,1.7158,1.40534,0.74309,0.375,0.43237,0.26725,1.54399,2.77321,1.53312,0.00101,0.00101,0.00101
52,798.475,1.39669,1.63456,1.37951,1,0.35781,0.42094,0.18747,1.58166,2.95122,1.56826,0.0009902,0.0009902,0.0009902
53,814.001,1.19531,1.40986,1.2789,0.87243,0.375,0.51761,0.2683,1.57191,2.70303,1.52027,0.0009704,0.0009704,0.0009704
54,829.595,1.19473,1.37939,1.25045,0.85643,0.4375,0.59085,0.32682,1.489,2.36946,1.46968,0.0009506,0.0009506,0.0009506
55,844.794,1.12055,1.28689,1.2246,0.69934,0.5625,0.70948,0.46057,1.32258,2.03172,1.35981,0.0009308,0.0009308,0.0009308
56,871.001,1.00424,1.39263,1.12635,0.69653,0.6875,0.71627,0.47197,1.20836,1.76973,1.3157,0.000911,0.000911,0.000911
