epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,223.373,1.66586,2.22147,1.52634,0.42878,0.25,0.20458,0.05389,1.85403,3.26905,1.90667,0.00107289,0.00107289,0.00107289
17,236.951,1.57265,2.24141,1.42752,0.37947,0.25,0.18717,0.04689,1.97414,3.33402,2.02782,0.00112774,0.00112774,0.00112774
18,251.178,1.67578,2.47037,1.50603,0.07894,0.0625,0.04442,0.02166,1.98294,3.34108,1.98641,0.00118101,0.00118101,0.00118101
19,265.007,1.59071,2.30468,1.40663,0.00413,0.8125,0.01425,0.00505,2.68204,3.88363,3.43136,0.0012327,0.0012327,0.0012327
20,278.548,1.40054,2.09105,1.3273,0.00342,0.625,0.00836,0.00282,3.02569,3.99916,4.66015,0.0012828,0.0012828,0.0012828
21,292.249,1.49212,2.03995,1.40749,0.00183,0.375,0.00455,0.00173,3.50023,4.32546,6.26545,0.00133132,0.00133132,0.00133132
22,305.661,1.46564,2.10051,1.36596,0.00182,0.375,0.00296,0.00081,3.39699,4.2462,5.67309,0.00137825,0.00137825,0.00137825
23,319.787,1.4105,1.90335,1.40272,0.0016,0.3125,0.00156,0.00028,3.71365,4.44435,5.68371,0.0014236,0.0014236,0.0014236
24,333.643,1.65944,2.22059,1.58477,0.00034,0.0625,5e-05,0,3.82651,4.49131,5.89305,0.00146737,0.00146737,0.00146737
25,347.146,1.64102,2.16508,1.54132,0.0007,0.125,0.00013,7e-05,3.91871,4.82349,5.74228,0.00150955,0.00150955,0.00150955
26,361.125,1.45418,2.21928,1.37324,0.00027,0.0625,3e-05,1e-05,4.35277,8.18473,6.31608,0.001505,0.001505,0.001505
27,374.993,1.44908,2.03768,1.37837,0.00026,0.0625,2e-05,0,4.31517,13.0987,6.11409,0.0014852,0.0014852,0.0014852
28,388.74,1.44825,1.84948,1.41889,0.00077,0.1875,0.00033,9e-05,4.20241,6.98759,5.78462,0.0014654,0.0014654,0.0014654
29,402.609,1.5216,2.15621,1.45745,0.002,0.0625,0.003,0.00122,3.55919,5.54827,4.05139,0.0014456,0.0014456,0.0014456
30,416.2,1.55519,2.21834,1.5021,0.01915,0.25,0.07727,0.03032,3.00425,4.24001,3.32005,0.0014258,0.0014258,0.0014258
31,430.218,1.45551,2.33592,1.46898,0.05748,0.25,0.0579,0.02628,2.68248,3.95808,3.05393,0.001406,0.001406,0.001406
32,443.924,1.52852,2.06972,1.54361,0.36662,0.125,0.081,0.0272,2.23729,3.77944,2.30979,0.0013862,0.0013862,0.0013862
33,457.632,1.48593,1.88352,1.48778,0.85258,0.1875,0.25295,0.08739,1.94787,3.44624,1.84994,0.0013664,0.0013664,0.0013664
34,471.454,1.36978,1.74815,1.43249,0.56408,0.5625,0.45051,0.23594,1.48908,2.72105,1.56092,0.0013466,0.0013466,0.0013466
35,485.132,1.46685,1.74443,1.46807,0.50302,0.5,0.44146,0.24036,1.42209,2.63093,1.48572,0.0013268,0.0013268,0.0013268
36,499.38,1.32718,1.75481,1.40921,0.61481,0.30062,0.30681,0.1427,1.66854,2.97618,1.60882,0.001307,0.001307,0.001307
37,513.254,1.43181,1.94445,1.45415,0.61823,0.3046,0.34084,0.18957,1.60979,2.92762,1.58094,0.0012872,0.0012872,0.0012872
38,527.112,1.38309,1.81853,1.36513,0.705,0.25,0.27472,0.16489,1.59479,3.00868,1.67607,0.0012674,0.0012674,0.0012674
39,540.75,1.38246,1.68235,1.39995,0.46301,0.1875,0.16841,0.09753,1.68899,3.15794,1.70871,0.0012476,0.0012476,0.0012476
40,554.588,1.28911,1.68272,1.3333,0.44486,0.3125,0.31482,0.11604,1.6774,2.94385,1.56968,0.0012278,0.0012278,0.0012278
41,568.425,1.38937,1.73065,1.39159,0.61067,0.3125,0.38874,0.14815,1.64533,2.60963,1.56485,0.001208,0.001208,0.001208
42,581.954,1.29019,1.66363,1.28454,0.70555,0.5,0.62007,0.26262,1.48296,2.18293,1.49492,0.0011882,0.0011882,0.0011882
43,595.64,1.21988,1.49464,1.2822,0.54942,0.6875,0.71152,0.43497,1.26669,1.94989,1.37072,0.0011684,0.0011684,0.0011684
44,609.423,1.27907,1.5677,1.35031,0.73879,0.53168,0.68696,0.42323,1.23886,2.06833,1.33295,0.0011486,0.0011486,0.0011486
45,622.842,1.18767,1.56143,1.25143,0.80912,0.53136,0.62353,0.30286,1.39311,2.39024,1.42577,0.0011288,0.0011288,0.0011288
46,636.476,1.21666,1.62275,1.29082,1,0.40674,0.66628,0.18763,1.4917,2.86762,1.50631,0.001109,0.001109,0.001109
47,649.947,1.19962,1.3503,1.27294,0.89893,0.25,0.36945,0.10642,1.50317,3.00554,1.52818,0.0010892,0.0010892,0.0010892
48,663.569,1.22365,1.35608,1.25541,0.72961,0.25,0.35357,0.1621,1.39462,2.89227,1.46519,0.0010694,0.0010694,0.0010694
49,677.381,1.33964,1.64345,1.36239,0.77954,0.3125,0.42558,0.28716,1.37491,2.66566,1.42728,0.0010496,0.0010496,0.0010496
50,692.347,1.51572,2.58911,1.43267,0.681,0.3125,0.44976,0.29395,1.47855,2.66301,1.5009,0.0010298,0.0010298,0.0010298
51,707.278,1.36405,1.7158,1.40534,0.74309,0.375,0.43237,0.26725,1.54399,2.77321,1.53312,0.00101,0.00101,0.00101
52,721.214,1.39669,1.63456,1.37951,1,0.35781,0.42094,0.18747,1.58166,2.95122,1.56826,0.0009902,0.0009902,0.0009902
53,734.982,1.19531,1.40986,1.2789,0.87243,0.375,0.51761,0.2683,1.57191,2.70303,1.52027,0.0009704,0.0009704,0.0009704
54,748.641,1.19473,1.37939,1.25045,0.85643,0.4375,0.59085,0.32682,1.489,2.36946,1.46968,0.0009506,0.0009506,0.0009506
55,763.048,1.12055,1.28689,1.2246,0.69934,0.5625,0.70948,0.46057,1.32258,2.03172,1.35981,0.0009308,0.0009308,0.0009308
56,776.958,1.00424,1.39263,1.12635,0.69653,0.6875,0.71627,0.47197,1.20836,1.76973,1.3157,0.000911,0.000911,0.000911
57,790.834,1.18389,1.26045,1.29766,0.82389,0.6875,0.74406,0.44148,1.16318,1.69791,1.30107,0.0008912,0.0008912,0.0008912
58,804.411,1.21164,1.4353,1.28673,0.87756,0.6875,0.7624,0.39102,1.31728,1.72068,1.38418,0.0008714,0.0008714,0.0008714
59,818.196,1.16687,1.28998,1.26614,0.74081,0.75,0.70493,0.41492,1.22214,1.68833,1.32187,0.0008516,0.0008516,0.0008516
60,832.281,1.23029,1.30504,1.28115,0.68967,0.75,0.6867,0.51544,0.99122,1.54988,1.22067,0.0008318,0.0008318,0.0008318
61,845.964,1.10722,1.45445,1.19802,0.70378,0.74286,0.66454,0.44292,1.00148,1.59146,1.223,0.000812,0.000812,0.000812
62,859.737,1.2781,1.42033,1.3291,0.63038,0.625,0.57244,0.36838,1.09075,1.77708,1.27195,0.0007922,0.0007922,0.0007922
63,873.319,1.21355,1.68836,1.27234,0.60958,0.5625,0.55072,0.3119,1.32302,1.95814,1.3742,0.0007724,0.0007724,0.0007724
64,886.891,1.13305,1.21614,1.21328,0.67654,0.75,0.6752,0.30264,1.57744,1.84502,1.51856,0.0007526,0.0007526,0.0007526
65,900.471,1.107,1.35612,1.17627,0.67771,0.6875,0.7309,0.3701,1.5657,1.69164,1.54016,0.0007328,0.0007328,0.0007328
66,914.278,1.15739,1.303,1.23359,0.83301,0.62365,0.76691,0.41115,1.46107,1.5783,1.46855,0.000713,0.000713,0.000713
67,927.89,1.13073,1.3257,1.22473,0.72758,0.75,0.76836,0.41588,1.42788,1.47495,1.43331,0.0006932,0.0006932,0.0006932
68,941.713,1.04409,1.2333,1.17947,0.79422,0.75,0.79865,0.45334,1.36104,1.41062,1.38275,0.0006734,0.0006734,0.0006734
69,955.236,0.99864,1.08437,1.1486,0.79538,0.75,0.795,0.49025,1.27373,1.26464,1.31587,0.0006536,0.0006536,0.0006536
70,968.968,0.98829,1.11538,1.15124,0.79238,0.75,0.82278,0.50403,1.35123,1.20981,1.34015,0.0006338,0.0006338,0.0006338
71,982.717,1.06519,1.12501,1.19783,0.77289,0.85161,0.8451,0.44121,1.56777,1.30136,1.48276,0.000614,0.000614,0.000614
72,996.803,1.09376,1.13424,1.20094,0.79158,0.8125,0.84701,0.47157,1.48423,1.21561,1.43478,0.0005942,0.0005942,0.0005942
73,1011.72,0.96793,0.98864,1.1174,0.79303,0.8125,0.86263,0.5478,1.32418,1.13494,1.33061,0.0005744,0.0005744,0.0005744
74,1034.7,1.05417,1.19976,1.19731,0.86594,0.80774,0.85955,0.59358,1.1241,1.10729,1.25017,0.0005546,0.0005546,0.0005546
75,1054.33,1.00852,1.2627,1.16778,0.90667,0.75,0.85167,0.57932,1.11016,1.1834,1.27092,0.0005348,0.0005348,0.0005348
76,1072.02,0.95399,1.06523,1.11416,0.94242,0.6875,0.88212,0.58082,1.11814,1.21667,1.2967,0.000515,0.000515,0.000515
77,1091.3,1.01931,1.13677,1.1683,1,0.73737,0.88399,0.5533,1.23831,1.26641,1.35464,0.0004952,0.0004952,0.0004952
78,1112.82,1.08121,1.08822,1.18559,0.99672,0.6875,0.82994,0.46235,1.42453,1.44453,1.45432,0.0004754,0.0004754,0.0004754
79,1131.73,1.07521,1.20153,1.21901,0.98061,0.6875,0.85922,0.47172,1.49564,1.52972,1.51344,0.0004556,0.0004556,0.0004556
80,1146.88,1.04791,1.11065,1.18687,0.85622,0.74474,0.83506,0.47487,1.40414,1.51934,1.48571,0.0004358,0.0004358,0.0004358
81,1162.36,1.12614,1.10503,1.20559,0.85604,0.74372,0.85767,0.50662,1.31529,1.4302,1.45373,0.000416,0.000416,0.000416
82,1182.65,1.06973,0.96655,1.21567,0.8546,0.73553,0.84037,0.52838,1.17806,1.4094,1.378,0.0003962,0.0003962,0.0003962
83,1199.66,0.9019,1.10613,1.09277,0.85539,0.75,0.84643,0.5621,1.10001,1.35933,1.31696,0.0003764,0.0003764,0.0003764
84,1218.87,1.05046,0.97389,1.13632,0.84462,0.75,0.83483,0.57875,1.02819,1.27521,1.27708,0.0003566,0.0003566,0.0003566
85,1242.09,1.06841,1.10161,1.17353,0.94818,0.6875,0.84181,0.60631,1.00687,1.23061,1.25934,0.0003368,0.0003368,0.0003368
86,1265.25,1.07131,1.12608,1.16504,1,0.6693,0.80276,0.56498,1.08717,1.33622,1.2884,0.000317,0.000317,0.000317
87,1285.97,1.01477,1.00017,1.13176,0.85247,0.72344,0.78427,0.4814,1.2536,1.46382,1.37398,0.0002972,0.0002972,0.0002972
88,1304.81,0.90333,0.96316,1.08857,0.98226,0.625,0.77167,0.43076,1.42549,1.51122,1.48391,0.0002774,0.0002774,0.0002774
89,1332.33,1.20933,1.15015,1.24717,0.98551,0.625,0.77856,0.45773,1.38521,1.46577,1.44449,0.0002576,0.0002576,0.0002576
90,1350.4,1.01498,1.0467,1.14855,0.78238,0.75,0.77847,0.5008,1.21076,1.34385,1.33101,0.0002378,0.0002378,0.0002378
91,1365.18,1.39051,1.39022,1.49154,0.84464,0.75,0.77782,0.56624,1.06126,1.22972,1.25609,0.000218,0.000218,0.000218
92,1379.41,1.02875,1.11687,1.20431,0.80427,0.77133,0.79945,0.5996,1.0005,1.21944,1.22388,0.0001982,0.0001982,0.0001982
93,1394.01,0.90356,0.92942,1.07081,0.81215,0.8125,0.81769,0.57145,1.16587,1.27299,1.27458,0.0001784,0.0001784,0.0001784
94,1408.37,0.9735,0.97164,1.12957,0.84056,0.8125,0.81113,0.5484,1.26685,1.30059,1.30907,0.0001586,0.0001586,0.0001586
95,1422.66,0.99743,1.07154,1.16285,0.8355,0.8125,0.81292,0.53411,1.2575,1.29553,1.29879,0.0001388,0.0001388,0.0001388
96,1436.31,1.20581,1.17168,1.29599,0.84379,0.8125,0.82044,0.55208,1.21178,1.25307,1.27213,0.000119,0.000119,0.000119
97,1450.34,1.04853,1.26862,1.18656,0.86258,0.8125,0.82053,0.5845,1.11812,1.23454,1.22968,9.92e-05,9.92e-05,9.92e-05
98,1464.15,0.92568,0.9149,1.06671,0.8636,0.8125,0.81891,0.5994,1.04561,1.18033,1.19925,7.94e-05,7.94e-05,7.94e-05
99,1478.08,0.83558,0.88292,1.06457,0.86449,0.7982,0.81389,0.62196,0.98869,1.14467,1.18023,5.96e-05,5.96e-05,5.96e-05
100,1491.91,0.8217,0.94975,1.03134,0.80637,0.8125,0.80913,0.60604,0.96751,1.1283,1.1794,3.98e-05,3.98e-05,3.98e-05
