epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,391.049,0.80144,0.95066,0.86843,0.60028,0.30357,0.29343,0.20542,1.20788,1.93243,1.12516,0.0016436,0.0016436,0.0016436
20,411.499,0.74255,0.9618,0.86688,0.44168,0.00893,0.00688,0.00374,1.78495,3.22828,1.35024,0.0016238,0.0016238,0.0016238
21,432.627,0.75341,0.86198,0.86724,0.58026,0.41964,0.43925,0.35222,0.76309,1.73168,0.93898,0.001604,0.001604,0.001604
22,453.534,0.65235,0.80149,0.84159,0.18539,0.34821,0.14739,0.11198,0.93416,2.20991,0.98732,0.0015842,0.0015842,0.0015842
23,474.045,0.60273,0.76041,0.83022,0.06428,0.21429,0.04888,0.03102,1.15334,3.75213,1.09059,0.0015644,0.0015644,0.0015644
24,495.179,0.63948,0.75586,0.83786,0.6153,0.09821,0.12021,0.09523,1.28765,2.67974,1.13906,0.0015446,0.0015446,0.0015446
25,515.433,0.61493,0.70703,0.83252,0.71779,0.64286,0.71696,0.59868,0.66164,1.35771,0.9042,0.0015248,0.0015248,0.0015248
26,535.876,0.6284,0.70957,0.83676,0.89152,0.58706,0.7405,0.60205,0.73593,1.21413,0.90578,0.001505,0.001505,0.001505
27,558.153,0.58872,0.61471,0.81057,0.73783,0.60309,0.68804,0.56669,0.70416,1.32448,0.90409,0.0014852,0.0014852,0.0014852
28,580.128,0.59884,0.66112,0.82869,0.459,0.38393,0.36791,0.30188,0.74657,1.9956,0.93512,0.0014654,0.0014654,0.0014654
29,601.56,0.56278,0.63296,0.81493,0.64788,0.70642,0.75933,0.66863,0.56077,1.11037,0.88809,0.0014456,0.0014456,0.0014456
30,623.194,0.53691,0.68436,0.81519,0.65842,0.70536,0.71426,0.58698,0.64507,1.29554,0.90373,0.0014258,0.0014258,0.0014258
31,644.98,0.5163,0.64188,0.80776,0.7872,0.75966,0.85048,0.76275,0.53425,0.86506,0.87603,0.001406,0.001406,0.001406
32,666.151,0.49455,0.62918,0.81562,0.5962,0.47459,0.52516,0.43649,0.66555,1.89747,0.91754,0.0013862,0.0013862,0.0013862
33,686.783,0.53136,0.73252,0.8227,0.66113,0.76648,0.70155,0.58791,0.6441,1.26943,0.90504,0.0013664,0.0013664,0.0013664
34,883.943,0.51592,0.62416,0.8056,0.61479,0.75,0.70316,0.59168,0.60329,1.23155,0.89125,0.0013466,0.0013466,0.0013466
35,995.029,0.53842,0.64805,0.81865,0.77454,0.55211,0.65618,0.54171,0.69112,1.70544,0.91482,0.0013268,0.0013268,0.0013268
36,1020.39,0.49465,0.53139,0.81074,0.75725,0.55707,0.65497,0.54723,0.66168,1.62719,0.91212,0.001307,0.001307,0.001307
37,1040.62,0.4955,0.59412,0.81164,0.69618,0.63423,0.64048,0.53842,0.68646,1.59571,0.911,0.0012872,0.0012872,0.0012872
38,1061.07,0.51359,0.59891,0.8007,0.65625,0.71429,0.7095,0.59625,0.59815,1.24235,0.89811,0.0012674,0.0012674,0.0012674
39,1079.19,0.54115,0.62353,0.8336,0.8322,0.79464,0.85381,0.75424,0.50814,0.9581,0.87576,0.0012476,0.0012476,0.0012476
40,1096.48,0.46185,0.58892,0.80378,0.55715,0.23214,0.28244,0.22188,0.94249,2.65076,1.03094,0.0012278,0.0012278,0.0012278
41,1114.03,0.45831,0.52301,0.8214,0.64357,0.4353,0.44419,0.35341,0.72646,2.21034,0.955,0.001208,0.001208,0.001208
42,1131.37,0.44764,0.51855,0.79998,0.94693,0.79658,0.92487,0.8219,0.46777,0.71514,0.86664,0.0011882,0.0011882,0.0011882
43,1148.89,0.48295,0.51895,0.81655,0.94221,0.83929,0.91864,0.8277,0.45676,0.80539,0.86408,0.0011684,0.0011684,0.0011684
44,1166.34,0.45335,0.50812,0.79976,0.91037,0.84821,0.92201,0.82005,0.44708,0.66016,0.86277,0.0011486,0.0011486,0.0011486
45,1184.03,0.38956,0.44226,0.78879,0.8633,0.86607,0.91569,0.81463,0.43318,0.67973,0.86272,0.0011288,0.0011288,0.0011288
46,1201.55,0.44385,0.49548,0.79283,0.83993,0.86607,0.91972,0.78902,0.54772,0.70566,0.87011,0.001109,0.001109,0.001109
47,1219.39,0.45733,0.49272,0.77355,0.89354,0.83036,0.89167,0.79114,0.46907,0.72025,0.86229,0.0010892,0.0010892,0.0010892
48,1236.75,0.41297,0.48854,0.78109,0.78128,0.86115,0.86606,0.75665,0.51825,0.7828,0.8753,0.0010694,0.0010694,0.0010694
49,1254.16,0.42208,0.48075,0.81033,0.86181,0.89091,0.9003,0.81183,0.44584,0.70065,0.86558,0.0010496,0.0010496,0.0010496
50,1272.18,0.42319,0.46904,0.80613,0.88849,0.83929,0.91291,0.78192,0.58404,0.67423,0.87533,0.0010298,0.0010298,0.0010298
51,1289.77,0.43774,0.4733,0.80447,0.89112,0.875,0.91642,0.83939,0.4203,0.63058,0.85801,0.00101,0.00101,0.00101
52,1307.58,0.43764,0.47218,0.80833,0.87668,0.91071,0.92565,0.84449,0.42251,0.63304,0.85994,0.0009902,0.0009902,0.0009902
53,1324.74,0.39416,0.44683,0.79603,0.90755,0.875,0.92892,0.85907,0.44,0.67237,0.86146,0.0009704,0.0009704,0.0009704
54,1342.34,0.40092,0.43994,0.79453,0.8532,0.83036,0.88436,0.7873,0.46814,0.71437,0.86937,0.0009506,0.0009506,0.0009506
55,1359.87,0.38995,0.41179,0.80122,0.69868,0.76601,0.80692,0.69326,0.56755,0.97012,0.88772,0.0009308,0.0009308,0.0009308
56,1376.83,0.40134,0.42827,0.80186,0.80726,0.86013,0.87812,0.7962,0.42514,0.73922,0.86561,0.000911,0.000911,0.000911
57,1394.21,0.39093,0.40419,0.78709,0.80256,0.875,0.87816,0.79963,0.40525,0.76429,0.86061,0.0008912,0.0008912,0.0008912
58,1411.62,0.3801,0.43439,0.79425,0.82547,0.83929,0.86999,0.78803,0.40077,0.70987,0.86187,0.0008714,0.0008714,0.0008714
59,1429.5,0.36986,0.39262,0.7847,0.84968,0.75702,0.80713,0.71069,0.513,0.92006,0.88648,0.0008516,0.0008516,0.0008516
60,1446.61,0.36727,0.37671,0.79304,0.91971,0.83036,0.9213,0.85743,0.39192,0.63258,0.86057,0.0008318,0.0008318,0.0008318
61,1464.05,0.4056,0.43547,0.80123,0.93652,0.90179,0.9471,0.87456,0.38909,0.54639,0.85461,0.000812,0.000812,0.000812
62,1482.1,0.38445,0.41588,0.81321,0.91938,0.91644,0.94468,0.8713,0.39798,0.55195,0.85598,0.0007922,0.0007922,0.0007922
63,1499.23,0.39312,0.41217,0.81178,0.89616,0.83036,0.90111,0.83242,0.39139,0.64035,0.85857,0.0007724,0.0007724,0.0007724
64,1516.33,0.34338,0.37672,0.79325,0.83981,0.79574,0.83683,0.73895,0.46979,0.80803,0.87302,0.0007526,0.0007526,0.0007526
65,1533.8,0.3507,0.36289,0.79657,0.85694,0.79464,0.86998,0.79542,0.41958,0.69718,0.86414,0.0007328,0.0007328,0.0007328
66,1551.63,0.35561,0.36232,0.79003,0.87113,0.89286,0.91404,0.8461,0.40987,0.62396,0.85995,0.000713,0.000713,0.000713
67,1568.89,0.34602,0.34618,0.77933,0.92491,0.87985,0.93545,0.87217,0.39174,0.55719,0.85694,0.0006932,0.0006932,0.0006932
68,1587.31,0.3333,0.36595,0.79506,0.92688,0.90179,0.94092,0.88077,0.38072,0.56036,0.85458,0.0006734,0.0006734,0.0006734
69,1605.48,0.33558,0.36269,0.78451,0.96176,0.89833,0.93453,0.8834,0.35921,0.55038,0.85189,0.0006536,0.0006536,0.0006536
70,1622.59,0.30739,0.34465,0.7836,0.92649,0.88393,0.93555,0.88954,0.35404,0.53933,0.85233,0.0006338,0.0006338,0.0006338
71,1639.39,0.33056,0.3456,0.79053,0.90685,0.875,0.91759,0.87852,0.33824,0.6036,0.84977,0.000614,0.000614,0.000614
72,1657.49,0.30255,0.32249,0.78661,0.82745,0.84821,0.86708,0.80824,0.37969,0.73,0.86049,0.0005942,0.0005942,0.0005942
73,1674.93,0.29883,0.3354,0.77624,0.88163,0.875,0.89391,0.83883,0.3615,0.65267,0.85362,0.0005744,0.0005744,0.0005744
74,1692.3,0.31921,0.36249,0.79069,0.9535,0.85714,0.93163,0.87233,0.35097,0.56658,0.85114,0.0005546,0.0005546,0.0005546
75,1709.51,0.3024,0.32878,0.78039,0.93409,0.90179,0.94699,0.89538,0.34053,0.52762,0.84747,0.0005348,0.0005348,0.0005348
76,1727.07,0.30469,0.3351,0.77915,0.94133,0.89286,0.95322,0.90531,0.33441,0.50285,0.8482,0.000515,0.000515,0.000515
77,1744.42,0.31389,0.32179,0.78333,0.95016,0.85108,0.92471,0.86438,0.36572,0.57461,0.85111,0.0004952,0.0004952,0.0004952
78,1762.15,0.28908,0.32024,0.80175,0.85267,0.82143,0.87109,0.80243,0.41363,0.768,0.86306,0.0004754,0.0004754,0.0004754
79,1779.87,0.30639,0.32958,0.77971,0.89204,0.83929,0.89217,0.81277,0.41402,0.67479,0.85952,0.0004556,0.0004556,0.0004556
80,1797.6,0.31898,0.34584,0.784,0.90528,0.85337,0.90234,0.83576,0.37977,0.63969,0.85735,0.0004358,0.0004358,0.0004358
81,1814.83,0.30138,0.3104,0.79571,0.89929,0.84821,0.89922,0.8279,0.41104,0.64653,0.85941,0.000416,0.000416,0.000416
82,1832.1,0.30799,0.3239,0.78465,0.96963,0.85528,0.92625,0.86444,0.36213,0.55142,0.85578,0.0003962,0.0003962,0.0003962
83,1849.88,0.31692,0.31385,0.78322,0.97104,0.89806,0.96247,0.91186,0.32098,0.45465,0.8511,0.0003764,0.0003764,0.0003764
84,1875.46,0.29091,0.31014,0.77683,0.95262,0.90179,0.96314,0.91594,0.33446,0.45985,0.85042,0.0003566,0.0003566,0.0003566
85,1900.18,0.28792,0.29969,0.80186,0.96951,0.89286,0.96395,0.91817,0.30641,0.45699,0.84861,0.0003368,0.0003368,0.0003368
86,1920.56,0.29806,0.3107,0.78179,0.97562,0.88393,0.96276,0.91745,0.30188,0.45744,0.84736,0.000317,0.000317,0.000317
87,1944.69,0.2844,0.31669,0.79639,0.96181,0.89938,0.96225,0.92787,0.30857,0.46432,0.84696,0.0002972,0.0002972,0.0002972
88,1965.76,0.29507,0.32058,0.79171,0.94517,0.92348,0.95661,0.92146,0.30407,0.48225,0.84738,0.0002774,0.0002774,0.0002774
89,1987.22,0.28059,0.31295,0.77416,0.94419,0.91964,0.94791,0.90633,0.30588,0.50079,0.84831,0.0002576,0.0002576,0.0002576
90,2008.66,0.25737,0.29443,0.78225,0.94079,0.91964,0.94811,0.90987,0.29418,0.48479,0.84656,0.0002378,0.0002378,0.0002378
91,2029.27,0.26163,0.29063,0.76982,0.94503,0.91071,0.94815,0.90791,0.33098,0.49251,0.84875,0.000218,0.000218,0.000218
92,2049.19,0.26438,0.29618,0.78972,0.98058,0.90164,0.94652,0.90645,0.32827,0.48943,0.84731,0.0001982,0.0001982,0.0001982
93,2071.14,0.26009,0.2914,0.80572,0.97652,0.90179,0.9477,0.91617,0.29119,0.473,0.84435,0.0001784,0.0001784,0.0001784
94,2091.76,0.27163,0.29719,0.78272,0.96871,0.90179,0.94243,0.91256,0.2797,0.47924,0.84443,0.0001586,0.0001586,0.0001586
95,2112.35,0.2615,0.29593,0.77738,0.96793,0.90179,0.94181,0.90825,0.2996,0.48429,0.84565,0.0001388,0.0001388,0.0001388
96,2133.71,0.25103,0.2774,0.76953,0.96777,0.90179,0.94921,0.91299,0.30039,0.46659,0.84573,0.000119,0.000119,0.000119
97,2154.3,0.24933,0.29275,0.77434,0.96773,0.90179,0.95224,0.91674,0.28514,0.45275,0.84506,9.92e-05,9.92e-05,9.92e-05
98,2175.75,0.24461,0.27663,0.75071,0.96887,0.90179,0.95294,0.91795,0.27973,0.44755,0.84488,7.94e-05,7.94e-05,7.94e-05
99,2196.45,0.25554,0.29005,0.77236,0.96979,0.90179,0.95286,0.91606,0.27873,0.45028,0.84474,5.96e-05,5.96e-05,5.96e-05
100,2216.74,0.26266,0.29469,0.77683,0.96799,0.90179,0.95114,0.91447,0.2795,0.45409,0.84499,3.98e-05,3.98e-05,3.98e-05
